Wind speed;Power;Wind direction
0.3;0;211.699997
0.1;0;236.900009
0.3;0;237.699997
0.2;0;237.900009
0.3;0;237.900009
0.4;0;237.900009
0.4;0;238.199997
0.3;0;298
0.3;0;298.100006
0.3;0;298
0.1;0;273.399994
0.2;0;274.899994
0.3;0;292.600006
0.6;0;303.200012
0.9;0;304.100006
0.7;0;304.300018
0.5;0;304.399994
0.1;0;304.100006
0.5;0;304.100006
0.4;0;304.200012
0.9;0;315.800018
1.3;0;327.5
1.6;0;331.899994
2.8;0;331.5
2.7;0;333.5
2.2;0;320.899994
2.2;0;323.100006
1.8;0;323.899994
2.1;0;326.300018
2.2;0;307.399994
2.1;0;320.100006
2.1;0;318.600006
2.1;0;324.600006
2.1;0;328
2.3;0;326.700012
2.2;0;319.300018
2.2;0;324.800018
2;0;329.300018
1.8;0;313.800018
1.8;0;311.5
1.7;0;311.600006
1.7;0;315.399994
1.3;0;313.700012
1.4;0;313
1.2;0;309.5
1.2;0;308.399994
0.8;0;255
0.7;0;295.5
0.6;0;286.200012
0.7;0;303.600006
0.4;0;261.700012
0.4;0;263
0.3;0;262.700012
0.2;0;235.400009
0.1;0;209.300003
0.3;0;234.100006
0.2;0;233.800003
0.1;0;174.900009
0.1;0;163.900009
0.2;0;168.699997
0.2;0;201.800003
0.4;0;183.5
0.6;0;178
0.5;0;157.300003
0.3;0;179
0.3;0;200.300003
0.3;0;194.199997
0.3;0;200.100006
0.3;0;193.900009
0.4;0;186.400009
0.5;0;186.199997
0.6;0;180.5
0.6;0;177.5
0.6;0;168.100006
0.6;0;167.400009
0.6;0;166.800003
0.7;0;168.600006
0.6;0;165.900009
0.6;0;168.5
0.7;0;168.300003
0.8;0;172.300003
0.8;0;172.300003
0.7;0;177.699997
0.6;0;179.600006
0.5;0;179.900009
0.4;0;179.400009
0.5;0;196.100006
0.4;0;196.300003
0.5;0;197.5
0.1;0;198.400009
0.3;0;198.600006
0.2;0;198.5
0.4;0;198.600006
0.1;0;198.5
0;0;198.600006
0;0;198.400009
0;0;198.600006
0;0;198.5
0;0;198.600006
0.3;0;224.100006
0.4;0;297.200012
1.2;0;308.5
1.2;0;312.399994
1.8;0;318.600006
2.2;0;325.600006
1.6;0;321.600006
1.8;0;320.800018
1.8;0;298.700012
2.6;0;314.399994
2.9;0;305.800018
2.2;0;304.300018
1.7;0;308.899994
1.7;0;308.700012
1.9;0;308
1.9;0;319.300018
1.9;0;331.300018
1.7;0;319.899994
1.5;0;324.100006
1.4;0;334.800018
1;0;335.200012
1;0;332.899994
0.7;0;342.5
0.7;0;315.700012
0.9;0;328.5
1.1;0;339.5
1.1;0;336.399994
1.6;0;357.300018
1.5;0;340.100006
2;0;338.300018
2.2;0;344.200012
2;0;327.800018
1.8;0;321
1.7;0;327.899994
2.1;0;338
2.4;0;339
2.7;0;350.5
2.3;0;332.600006
2.9;0;340
3.2;0;348.5
3.6;0;326.800018
3.7;0;337.700012
2.5;0;324.100006
3.3;0;31.1
3.5;0;356.899994
2.9;0;356.700012
4.9;0;350
6.3;0;352.399994
2.3;0;358.200012
5.2;0;357.100006
3.4;0;344.399994
4.5;0;341.200012
6.5;0;358.399994
4.3;0;339.200012
4.2;0;358.800018
5.3;0;6.3
4.7;0;352.600006
4.3;0;11.400001
4.7;0;15.1
5;0;6
4.3;0;347.600006
2.9;0;18.1
6.3;0;2.6
2.7;0;348.899994
4.8;0;2.9
4.2;0.5;327.700012
6.1;1.3;23.1
6.9;1.5;19.1
6.7;4;341
5.1;3.7;337.300018
6.3;3.9;8.300000000000001
4;1;9.6
3.7;0.4;1.6
3.6;0.6;4.2
3.1;0;16.1
4.2;1.3;348.899994
3.5;0;353.5
3.3;0.7;18.9
5.8;3.4;338.200012
5.3;1.6;357
3.1;0.6;355.700012
3.8;1;358.200012
4.9;0.8;14.900001
3.6;1.2;344.100006
5.1;1;340.5
4;1;42.700001
4.7;1.8;1
4.1;1;18.1
4.8;3.7;0.6
4.2;1.3;25.700001
3.2;0;31.200001
3.7;1;353.700012
4.6;1;9.1
3;0;1
3.6;1.2;37.600002
5.3;2.1;7.5
4;1.3;337.300018
5;3.2;14.1
5.6;2.9;51.299999
3.4;0.4;24.5
5;1.4;351.800018
2.7;0.4;2
3.6;0.5;18.300001
5.2;1.6;355.600006
4;1.1;23.5
4.4;1.1;356.300018
2.9;0;6.7
2.7;0;9.5
2.6;0;23.4
2.6;0;51.600002
3.4;0;10.3
2.4;0;9.300000000000001
2.9;0;22.700001
4;0.9;21.4
2.5;0;43.700001
5.1;2.3;23.300001
4.6;1.3;349.700012
3.4;1.1;34.299999
3.7;0;7.5
2.8;0;45.700001
3.2;0.2;356.600006
2.5;0;3.2
2.6;0;22.9
3.6;1;17.1
3.4;1;43
3.1;0;21.4
2.9;0;352.800018
3.4;0.1;8.400001
3.7;0;14.5
2.4;0;12.3
3;0;47.400002
3.3;0;52.299999
2.6;0;12.3
1.6;0;4.4
2.6;0;354.700012
2.7;0;40.600002
2.8;0;17.700001
2.7;0;62
3;0;6.1
2.1;0;25.4
1.7;0;42.400002
2.7;0;24.9
3.5;0;359.800018
2.8;0;42.5
3;0;11.1
3.5;0;358.300018
3.6;0;27.300001
2.5;0;36.299999
1.9;0;41.700001
1.9;0;11.3
3;0;53.400002
2.4;0;38.900002
1.6;0;359
2;0;55
2.2;0;46.700001
2.2;0;37.299999
1.9;0;21.6
1.9;0;33.100002
1.7;0;22.1
1.9;0;8
2.4;0;34.799999
2.8;0;359.5
2.7;0;0.2
2.6;0;5.7
3.1;0;11.1
2.2;0;19.6
3.1;0;351.700012
2.8;0;24.9
2.6;0;52.900002
2.1;0;38.900002
2.5;0;39.400002
1.6;0;29
2.4;0;50.900002
2.1;0;75.200005
1.5;0;7.5
1.5;0;22.200001
1.8;0;15.6
2;0;40
2;0;34.5
1.3;0;40
1;0;45.799999
2.6;0;41
2;0;6.2
1.2;0;71.5
1.8;0;352
1.8;0;59.400002
1.5;0;51.5
1.2;0;50.600002
2.3;0;351.5
1.8;0;46.700001
1.9;0;352.700012
2;0;24.4
1.7;0;20.4
2.3;0;53.799999
1.2;0;6.1
2.3;0;13.1
1.5;0;45.5
1.8;0;12
1.3;0;3.7
1.4;0;340.800018
1.1;0;19.1
1.2;0;7.6
1.5;0;17.5
1.5;0;32.299999
1.9;0;9.1
1.6;0;8.900001
1.3;0;11.3
1.4;0;353.800018
1.8;0;358
1.7;0;358.5
1.3;0;1.1
1.3;0;355.899994
1.7;0;5.3
1.9;0;3.3
2.4;0;0.5
1.8;0;30.200001
2.2;0;1.7
1.5;0;12.6
1.2;0;62.400002
1.5;0;37.600002
2.1;0;356.899994
1.5;0;5.3
1.7;0;4
1.2;0;10.900001
1.1;0;36.700001
3.1;0;3.1
2.5;0;359.200012
1.4;0;359.300018
1.1;0;27.9
2;0;3.2
1.2;0;47.100002
1.2;0;24.300001
1.4;0;11.3
1.9;0;354.5
1.1;0;350.5
2;0;45.400002
1.8;0;52.200001
2.4;0;56.700001
1.6;0;23.1
1.9;0;46.700001
2.2;0;14.8
1.1;0;16.5
1.4;0;42.799999
1;0;19.200001
0.7;0;41.299999
2.1;0;45.799999
1.3;0;12.900001
1.1;0;39.600002
1.6;0;334.200012
1.1;0;65.900002
1;0;336.200012
1.4;0;34.900002
1.2;0;8.900001
1.3;0;9.800000000000001
2.2;0;10.5
1.2;0;8.6
1.1;0;34.600002
1.9;0;6.2
1.7;0;43.900002
1.9;0;5
1.8;0;356.399994
1.2;0;12
1.2;0;3.5
1.5;0;354.800018
1.2;0;343.700012
1.2;0;356.700012
1.6;0;335.700012
1.4;0;354.899994
0.9;0;3.3
0.8;0;22.800001
0.6;0;60
1;0;348.300018
1.2;0;45.5
0.8;0;4.8
1.4;0;349.300018
1;0;33.200001
0.9;0;12.2
0.6;0;15.3
0.7;0;349.800018
0.8;0;2.4
1.2;0;336.600006
1.3;0;354
1.2;0;339.399994
1.2;0;337.100006
1.4;0;347.600006
1.6;0;344.800018
1.7;0;347.399994
1.5;0;348.700012
1.5;0;343.100006
1.9;0;352.5
1.7;0;344.5
2.1;0;349
2.6;0;350.700012
2.3;0;347.700012
1.4;0;4.6
1.5;0;340.899994
3.6;0;352.600006
2;0;346.800018
1.8;0;6.1
2.1;0;346.899994
2.1;0;347.800018
3.2;0;347
1.8;0;345.800018
1.5;0;341.100006
1.6;0;328
2.9;0;332.899994
1.3;0;355.200012
1.8;0;17.5
2.8;0;7.5
2.1;0;351
2.2;0;344.200012
1.8;0;353.399994
2;0;11.8
1.1;0;339.100006
2.3;0;7.5
1.3;0;344.899994
0.9;0;350.600006
1.9;0;349.5
1.2;0;51.200001
1;0;16.9
1.7;0;4.3
0.9;0;13.6
1.4;0;29.200001
1.4;0;1.8
1.4;0;346.399994
1.6;0;339.5
1.6;0;356.200012
1;0;34
1.4;0;21.9
0.9;0;354.700012
1.7;0;334.700012
1.9;0;1.6
1.9;0;2.5
2.1;0;340.200012
1.6;0;347.800018
2.9;0;346.100006
2.1;0;344.100006
1.6;0;355.100006
1.9;0;8.5
1.8;0;342
1.8;0;16.700001
1.4;0;347.899994
1.4;0;347.399994
1.4;0;10.6
1.2;0;351.399994
1.1;0;356.600006
1.6;0;354.399994
1.7;0;339.300018
1.6;0;342.700012
1.3;0;349.399994
1.3;0;0
1.8;0;351.200012
1.8;0;349.700012
2;0;346.700012
2.9;0;328
2.2;0;326.300018
1.7;0;333.600006
1.4;0;334
0.9;0;37.600002
1.6;0;7.2
1.5;0;8
1.1;0;341.800018
1.8;0;356.200012
0.7;0;345.800018
1.6;0;359.800018
1.2;0;6.5
1.1;0;0.3
1.2;0;354.200012
1.1;0;7.7
1.7;0;344.800018
1.3;0;9.400001
1.2;0;341.899994
1;0;3.1
1.4;0;352
1.4;0;356.700012
1.5;0;353.100006
1;0;342.100006
0.8;0;13
0.8;0;14.5
0.8;0;356.399994
0.4;0;0.4
0.4;0;346.700012
0.4;0;11.1
0.4;0;17.1
0;0;8.900001
0.5;0;34.799999
0.8;0;356.399994
0.6;0;345.300018
0.9;0;10.8
1;0;9.400001
0.6;0;0.9
0.6;0;352.100006
0.5;0;46
0.6;0;53.299999
0.3;0;64.900002
1;0;56.600002
0.8;0;37.100002
1;0;46.299999
1.7;0;336.700012
1.5;0;7.2
2.1;0;2.4
1.6;0;355.899994
1.6;0;10.2
1.5;0;5.3
1.4;0;348.800018
2.2;0;359.700012
2.3;0;6.5
2.7;0;357.300018
3.1;0;346.300018
2.5;0;343.700012
2.1;0;347.800018
2.1;0;356.600006
2.7;0;353.600006
3;0;358.300018
2;0;328.5
2.7;0;356.300018
2;0;359.399994
2.5;0;350.700012
3.5;0;359.600006
2.8;0;8.800000000000001
2.3;0;355.100006
3.2;0;358.600006
2.8;0;351.5
2;0;11.400001
2.8;0;354.399994
2.5;0;20.800001
2.2;0;351
2.2;0;352.5
2.2;0;330.800018
2.1;0;13.6
1.9;0;3.3
3.5;0;355.600006
2.6;0;7.3
3.7;0;353.200012
2.8;0;6.6
2.1;0;3.2
1.7;0;44.900002
1.7;0;359.600006
1.3;0;43.100002
1.1;0;355
1.1;0;341.200012
2.8;0;41.299999
2.2;0;355.899994
1.7;0;359.399994
3.2;0;2.7
2.4;0;11
0.9;0;17.1
1.6;0;43.799999
1.6;0;10.3
1.5;0;356.399994
2.7;0;359
2.2;0;10.1
2.6;0;56.799999
1;0;11.3
0.7;0;29.300001
1.1;0;41.5
1.3;0;66.300003
1.1;0;43.200001
1.1;0;33.200001
1.2;0;3.9
1.7;0;356.600006
1.3;0;352.399994
1.5;0;350
0.8;0;17.9
2.2;0;357.300018
1.5;0;19.5
2.3;0;0.5
1.8;0;355.200012
2.5;0;8.5
1.4;0;350.300018
2.1;0;353.100006
1.4;0;12.6
1.6;0;0.5
0.9;0;345.600006
1.7;0;0
1.5;0;349.800018
1.4;0;358.600006
1.5;0;47.900002
1.4;0;351.800018
1.2;0;359.200012
1;0;21.5
2;0;337.200012
1.3;0;18.200001
1.3;0;40.400002
1.2;0;46.799999
1.1;0;354.300018
0.8;0;29.700001
1.1;0;28.6
1.6;0;356
1.1;0;25.4
1.5;0;38.400002
1.2;0;346.800018
1.6;0;14.7
1.5;0;342.5
1.5;0;348.600006
1.1;0;345.800018
2.2;0;334.5
1.9;0;3.6
1;0;17.700001
1.5;0;1.8
1.3;0;23.300001
2.2;0;1.7
0.8;0;343
2.3;0;31.4
1.3;0;2.4
1.3;0;29.6
0.7;0;13.400001
1;0;34.400002
1.8;0;351.300018
2.3;0;344.200012
3;0;355.800018
2.5;0;7.4
2.2;0;5.2
2;0;28
2.1;0;355.800018
1.9;0;36.200001
2.7;0;349.399994
2.5;0;5.7
3;0;357.899994
1.9;0;22.700001
2.4;0;359.5
3.6;0;23.1
2.5;0;27.700001
1.5;0;36.200001
2.4;0;11.7
1.9;0;20.200001
1.4;0;41.299999
1.6;0;348.300018
2.5;0;2.1
1.4;0;7.1
2.4;0;10.7
3.4;0;359.5
1.2;0;16.9
1.4;0;70.900002
1;0;5.6
1.2;0;2.8
1;0;56
1.6;0;54.200001
1.3;0;66.400002
1.5;0;53.299999
1.6;0;39.299999
1.3;0;47.700001
2.6;0;48.700001
2.5;0;357.700012
2.1;0;347.800018
1.8;0;47.5
1.1;0;346.600006
3.7;0;4.3
2.4;0;351.399994
2.7;0;0.5
2.1;0;39.400002
1.9;0;9.199999999999999
2;0;12.1
2.5;0;44.799999
0.7;0;44.700001
3.3;0;348.200012
2.3;0;34.600002
2.8;0;0.3
2.4;0;26.1
2.7;0;55.900002
1.7;0;25.800001
2;0;343.700012
2.4;0;50.400002
1.7;0;50.799999
1.6;0;56.200001
1.4;0;70.200005
2.6;0;340.700012
1.8;0;7.6
2.9;0;18.800001
3.3;0;0.1
1.5;0;29.6
2.2;0;8.699999999999999
2.8;0;58.5
2.1;0;68.400002
2.8;0;343.300018
1.6;0;359.300018
2.9;0;359.600006
3.8;0;347.600006
2.2;0;17
3.4;0;11.5
3.1;0;44.200001
2.9;0;16.1
2.1;0;9.400001
3;0;44.5
2.6;0;23.700001
3.5;0;1.1
1.3;0;34.400002
3.2;0;350
1.4;0;0.1
2.3;0;49.100002
1.9;0;13.5
2.9;0.5;14.900001
4.6;0;0.9
3.4;1;10.7
3.6;0;354.100006
4.9;1.4;354.100006
3.9;0.5;351.700012
2.5;0;12.1
3;0.6;24.300001
4.8;0.7;338.300018
3.4;0.2;0.7
4.2;0.8;0.2
4.4;0.8;7.4
3.6;0.2;0.7
4.2;0.6;0.5
2.9;0.4;39.900002
4.1;0;46.299999
3.2;0.6;17.6
3.6;1.3;7.6
3.1;0;345.200012
2.7;0;65.5
3.7;0;67
3.5;0.2;57.799999
2.8;0;47.600002
3.3;0.5;54.299999
1.8;0;47.400002
2.8;0;41.600002
3.2;0;21.800001
3.4;1.5;61
3.8;0.5;23.800001
4.7;0.7;57.299999
4.2;1.7;65.700005
3.7;0.6;28.5
3.3;0;8.300000000000001
3.6;0;24
3.5;0.5;63
3.3;0.7;42.200001
2.5;0;68.099998
2.5;0;63.100002
1.9;0;67.599998
2;0;64.900002
3.3;0;51.200001
1.9;0;8.5
1.6;0;57.799999
2.4;0;18.1
3.2;0;33.900002
2.8;0.3;59.799999
3.5;0.3;42.700001
3.3;0;8.400001
3;0;3.1
2.2;0;72.599998
2.3;0;28.700001
3.9;0;40
2.4;0;29.700001
2.9;0.3;33.299999
2.3;0;51.400002
3.8;0;60.100002
3.3;0;56.5
3;0;54.400002
2.2;0;349.800018
1.5;0;1.1
4.2;0;347.200012
2.7;0;59.5
3.1;0;70.800003
2.5;0;18.6
2.3;0;359.100006
3.4;0;346.700012
3.8;1.2;69.099998
4.5;1.4;58.400002
2.8;0;53.900002
2.1;0;25
3.4;0;1.2
4;0;346.700012
3.4;0;338.100006
3.4;0;356
3.1;0;351.100006
3.9;0;342.700012
3.4;0;344.700012
4.2;0;325.800018
3.8;0;1.2
3.4;0;37.600002
3.8;0;38.600002
4.4;0;52
2.2;0;56.5
4.3;0;14.900001
4.5;0;25.5
2.4;0;31.1
4.9;0;19.9
2.8;0;356.300018
1.7;0;332
2.8;0;339
2.3;0;337.899994
2.7;0;30
2.2;0;79.099998
4.3;0;32.400002
2.2;0;5.8
2.1;0;0.3
1.7;0;342.800018
2.5;0;309.700012
3.4;0;348.399994
2.7;0;307.100006
3.9;0;344.399994
3.9;0;330
1.8;0;29.1
3.4;0;23.800001
3.4;0;17
1.3;0;337.100006
3.9;0;47.299999
2.8;0;36
3.3;0;0.6
3.4;0;7.6
4.5;0;340.100006
4.3;0;9.800000000000001
2.4;0;31.200001
4;0;38.100002
3.5;0;54.400002
4.7;0;55.100002
2.6;0;53.400002
3.1;0;31
3.3;0;15.400001
1.1;0;20.700001
3.6;0;34.700001
3;0;67.099998
2.3;0;45.799999
4.7;0;71.5
4.1;0;63.600002
3.9;0;80.599998
2.9;0;93.599998
2.7;0;79.599998
1.9;0;119.5
2.4;0;121.200005
2.8;0;29.1
4;0;45.700001
2.3;0;60.700001
4;0;70.300003
2.1;0;83.800003
2.2;0;47.5
4.8;0;54.100002
2.6;0;49.600002
2.5;0;38.5
3;0;26.800001
3.1;0;51.400002
4;0;35.400002
3.9;0;41.5
1.5;0;100.099998
3.3;0;48.600002
3.8;0;37.700001
3.1;0;42.400002
2.4;0;47.299999
2.3;0;0
3.5;0;58.100002
1.9;0;73.599998
1.6;0;80.099998
4.4;0;51.400002
1.9;0;65.700005
2.6;0;348.5
3.3;0;74.700005
2.5;0;75.200005
2.4;0;84.700005
2.8;0;1
1;0;18
3;0;100.400002
2.3;0;37
3.1;0;49.5
3;0;30.1
3.2;0;11.3
2.1;0;29.5
4.2;0;7.7
2.3;0;34
4;0;16.4
4;0;18.300001
4.2;0;4
4.3;0;55.299999
2.7;0;33.700001
4.2;0;354.300018
4.5;0;0.6
3.7;0;349.700012
4;0;330.800018
2.4;0;344
3.8;0;38.400002
1.9;0;27.4
2.6;0;358.700012
2.8;0;17.9
3.3;0;63.299999
4.7;0;78
2;0;114.700005
1.5;0;82.900002
4;0;47.200001
3.8;0;63.299999
4.3;0;52
4.2;0;51.299999
2.1;0;11.1
3.4;0;354.700012
2.7;0;350
2;0;356.300018
3.1;0;59.900002
5.3;0;55.900002
3.8;0;19
3.8;0;25
2.1;0;36.200001
1.2;0;26.700001
1.5;0;44.5
2.4;0;81.5
2.9;0;28.1
3.5;0;66.900002
4;0.9;59.400002
3.7;1.1;70.400002
2.7;0.4;83.300003
2.1;0;75.400002
2.6;0;94.599998
2.3;0;65.400002
3.7;0;25.4
3.3;0.7;30.4
2;0;97.300003
3.5;0.9;49.299999
4.2;0.9;19.5
2.1;0.2;79.099998
2.5;0;77.200005
2.3;0.2;64
2.2;0;33.200001
2.9;0;18.5
1;0;351.200012
2.6;0;68.5
0.4;0;81.400002
2.6;0;80.400002
1.9;0;97.300003
0.1;0;20.6
0.9;0;4.1
4.1;0;9.699999999999999
2.4;0;12
4.4;0;75.099998
3.1;0;77.099998
2.3;0;119.200005
2.6;0;89.400002
3.5;0;65.400002
4.4;0;56.700001
3.1;0;48.400002
2.8;0;36.299999
3.1;0;8.5
1.4;0;60.200001
3.9;0;33.900002
5.1;0;39.700001
3.4;0;29.800001
2.7;0;47.100002
4.4;0;43.400002
3.5;0.3;13.1
3.3;0;80.700005
1.8;0;79.599998
1.2;0;48.900002
1.7;0;49.700001
3.6;0.3;23.4
3.9;0.7;18
4.2;1.3;33.799999
3.1;0;15
3.6;0;3.4
2.2;0;1.1
3.7;0;359.399994
3.7;0;353.600006
3.3;0;358.399994
2.4;0;7.7
0.7;0;58.799999
1.5;0;80.800003
1.5;0;50.600002
3.3;0;50.900002
1;0;16.9
3.3;0;88.200005
3.4;0;17.700001
3.9;0;7.3
1.4;0;304.200012
1;0;332.200012
1.3;0;329.700012
2.8;0;48.700001
1.5;0;30.4
2.5;0;49.299999
2.3;0;60.799999
3.4;0;67.5
4.6;0.4;23.5
3.8;0.5;12.8
2.6;0;55
5.1;0;351.600006
3.8;0.4;49.299999
2.5;0;46.900002
4.6;1.1;1.7
2.2;0;1
4;0;31.6
3.9;0;62.799999
4.1;0.9;25.800001
2;0;85.900002
2.4;0;53.700001
2.4;0;31.800001
3.9;0.9;40.200001
3.6;0.6;42.900002
1.1;0;57.100002
3.5;0.2;26.5
4.6;0;12.7
5.7;1.3;16.9
3.3;0;8.1
3.9;0;358.600006
2.5;0;358.200012
2.7;0;329.300018
2.7;0;330.899994
3.8;0;49.900002
5;2.6;18.700001
2.9;0.2;58.299999
3.7;0;15.7
4;0.6;358.5
2.6;0;48.799999
2.1;0;78.800003
3.5;0;70.200005
4.2;1.5;26
3.9;0.8;28.300001
4.2;0.9;0.4
5.2;2.8;6.5
4.4;0;34.400002
5.9;3.7;7.3
5.1;1.3;13.8
3.9;0;16.200001
4.5;2.2;43.799999
3;0.9;30.800001
3.3;0.3;340.5
3.6;0.9;41
3.5;0;68.200005
3.3;0;60.400002
2.8;0;53.900002
2.8;0;42.600002
1.8;0;58.700001
4.7;0;0.6
3.3;0.3;31.9
3.3;0;68.599998
2.4;0;14.5
4.4;0;355
3.8;0;28.800001
3.5;0.5;356.300018
3.3;0.6;35.600002
4.1;0;13.2
3;0;356.5
2;0;10.7
4.6;0;75.5
3.4;1.1;65.700005
3.6;0.2;9
1.5;0;54.5
1.7;0;8.1
3.5;0;347.300018
3.7;0;10.3
3;0.3;87.599998
4.3;1.6;65
3.3;0.3;10.3
3.8;0;40.200001
4.1;1;28.6
4;0;69.5
5.1;0.6;0.8
3.6;0.4;10.900001
2.2;0;37.400002
2.8;0;357.300018
4.1;0.2;342.5
3.2;0.3;340.700012
4.8;1.5;353.899994
2.9;0.3;51.600002
3.4;1.2;26.9
3.4;0;67.700005
2.7;0;64.800003
3.9;0;59.5
2.6;0;44.600002
2.7;0;59.100002
3.4;0.7;70.200005
4.7;1.2;78.400002
2.7;0;93.5
3.1;0;102.099998
4.1;0.6;54.600002
4.1;1.2;49.799999
3.4;0.2;58.799999
2.2;0;64.5
3.2;0.6;43.299999
3.2;0.2;19.1
4;1.2;27
2.2;0;63.299999
1.1;0;123.800003
1.2;0;10.1
1.7;0;49.5
1.8;0;80.800003
4.1;1.7;85.300003
2.7;0.3;67.099998
4;0;92.200005
3.6;0;109.800003
3.6;1.3;21.700001
1.7;0;32.600002
2.9;0;23.1
2.4;0;60.299999
2.8;0;84.700005
2.6;0;86
3;0;49.600002
3;0;34.400002
2.4;0;76.099998
2.7;0;66.099998
1.8;0;78.5
2.8;0;24
2.7;0;81.099998
2;0;81.800003
5.5;2.4;55.299999
2.6;0.2;53.299999
3.3;0.4;72.5
3.8;0.4;81.200005
3.4;0.4;41.900002
1.8;0;14.400001
2.3;0;15.5
1.5;0;10
3.3;0;3.1
3.9;0.8;98.900002
3.5;0;67.200005
2.7;0.4;34.100002
2.6;0;77.099998
3.2;0.6;86.900002
2.6;0;82.099998
3.3;0.5;66.700005
3.9;1.3;45.700001
2.1;0;45.799999
2.7;0;76.700005
4.2;0;78.200005
4.6;1.7;57.5
4.1;0.8;24.9
3.4;0.8;34.299999
4.7;1.2;14.3
3.4;0.3;20.200001
3.7;1.1;67.200005
4.5;1.8;17.300001
3.3;0;49.400002
2.7;0;60.799999
1.7;0;57.299999
1.6;0;355.399994
3.1;0.6;359.100006
3.3;0;57.600002
3;0.1;37.5
2.9;0;113.099998
4.5;0.8;34
2.5;0.4;78.900002
3.8;0.6;86.800003
2.5;0.2;76.099998
3.3;0.6;19.9
4.4;1.5;18.700001
2.9;0.3;43.200001
4;0;5.9
2.8;0;40.5
3.4;0.4;34.900002
2.9;0;54.299999
2.9;0;359.5
3.2;0.7;34.600002
3.6;0;80.900002
3.4;0.4;64.300003
2.9;0;28.300001
4.3;1;37.400002
3.1;0.5;44.100002
3.6;0;38.200001
1.9;0;109.300003
2;0;65
2.2;0;41.200001
3.6;0.3;42
4.6;0.6;3.9
2.1;0;42.900002
3.3;0;56.700001
3.1;0;80
3.2;0;19.200001
2.2;0;41.200001
4;1;18.4
2.1;0;43.299999
2;0;34.600002
3.5;0;359.600006
3.4;0;12.5
2.7;0;83.5
3;0;83.300003
2.5;0;63.200001
1.6;0;77.300003
2.4;0;79
2.5;0;68.300003
3;0;48.400002
3;0;56.299999
3.7;0;30.200001
2.8;0;73.200005
2.2;0;73.5
3.2;0;66.200005
2.4;0;71.700005
2.8;0;62.5
3.1;0;98
2.4;0;19.200001
2.9;0;49.5
4.2;1;47.5
2.7;0;97.200005
2.1;0;87.300003
2.7;0;75.700005
3.6;0.2;31.300001
2.9;0;26.4
2.8;0;67.099998
3.4;0;30
3.5;0;27.700001
3.6;0;53.400002
2.9;0;40.900002
3.1;0;65.599998
2.5;0;9.699999999999999
2.1;0;45.299999
2;0;11.3
2;0;352.200012
1.4;0;55.900002
1.3;0;44
2.4;0;60.200001
2.2;0;79.200005
2.9;0;68.099998
2.7;0;60.200001
2.8;0;63.700001
2.6;0;83.599998
2.1;0;48.799999
2.5;0;60
2.9;0;45.299999
2.5;0;34.700001
2.4;0;7.3
2.4;0;69.700005
2.3;0;356.5
2.5;0;37.5
3;0;3.3
2.9;0;29.700001
3.3;0;12.8
2.7;0;14.6
4.1;0;17.700001
2.2;0;26.5
2.3;0;51.200001
2.5;0;350.200012
3.1;0;30.4
2.6;0;26.300001
2.3;0;58.100002
3.1;0;67.099998
1.6;0;48
2.2;0;36.200001
1.1;0;75.300003
2.1;0;44.900002
2.5;0;63.900002
3.4;0;62.900002
2.1;0;81.700005
3.1;0;50.400002
3.2;0;71.900002
1.4;0;64.599998
2;0;26.9
2.5;0;57.200001
1.6;0;22.800001
1.8;0;31.300001
1.6;0;48.299999
1.8;0;88.300003
2.2;0;62.900002
1.2;0;46.200001
0.9;0;3.6
1.9;0;12.8
2;0;39.400002
1.5;0;351.200012
0.8;0;19.300001
1.7;0;58.600002
1.5;0;62.299999
1.6;0;29.800001
1.1;0;25.200001
1.9;0;10.6
1.8;0;24.700001
2.6;0;17
2.2;0;14.400001
1.2;0;10.900001
1.9;0;343.399994
2.4;0;12.8
1.4;0;35.600002
1.4;0;65
1.6;0;51.700001
1.9;0;16.5
1.1;0;63
1.3;0;59.400002
1.8;0;68.099998
1.5;0;72.599998
1.3;0;58
1.1;0;42.799999
1.3;0;0.3
2.1;0;351
2.3;0;7
1.2;0;7.5
1.4;0;351.300018
1.2;0;2.9
1.2;0;12.3
1.6;0;9.900001
2.2;0;8.6
1.8;0;358.100006
2;0;6.6
1;0;50.900002
1;0;1
1.8;0;1.2
2.1;0;353.899994
2.4;0;6.1
1.3;0;1.9
2;0;24.6
1.7;0;12.7
1.6;0;14.8
1;0;17.1
1.5;0;59.799999
2.4;0;14.6
1.9;0;57.799999
1.7;0;33.799999
1.6;0;19.4
1;0;28.5
1;0;16.6
1.6;0;9.1
1.2;0;6.4
1.8;0;10.900001
1.4;0;4.8
1.4;0;359.5
1.8;0;338.100006
1.4;0;2.3
2.6;0;7.8
1.6;0;355.300018
1.9;0;357.5
1.7;0;6.3
2.7;0;7.1
2.4;0;8.699999999999999
2.2;0;357
3;0;346.300018
1.8;0;357.800018
2.7;0;352.600006
1.6;0;359
1.7;0;5.9
2.5;0;1.9
2.8;0;7.1
2;0;14.2
2;0;5.2
2.9;0;8
1.4;0;349.800018
1.4;0;8.900001
1.2;0;1.6
1;0;11.6
1.6;0;14.3
1.4;0;5.3
1.2;0;33.799999
1.7;0;26.5
1.3;0;5.2
1.4;0;10.7
1.8;0;7.4
1.7;0;19.9
2.5;0;10.900001
2.6;0;16.5
1.8;0;15.7
2.1;0;335.399994
1.6;0;17.700001
2.4;0;23.300001
1.6;0;54.200001
